Trường đào tạo,Mã ngành,Tên ngành,Tổ hợp môn,Điểm chuẩn,Ghi chú
KSA - Đại Học Kinh Tế TPHCM,7480107_01,Robot và Trí tuệ nhân tạo (hệ kỹ sư),A00; A01; D01; D07,24.7,
KSA - Đại Học Kinh Tế TPHCM,7480107_02,Điều khiển thông minh và tự động hóa,A00; A01; D01; D07,23.8,
KSA - Đại Học Kinh Tế TPHCM,7480201_01,Công nghệ thông tin,A00; A01; D01; D07,25.4,
KSA - Đại Học Kinh Tế TPHCM,7480201_02,Công nghệ nghệ thuật (Arttech),A00; A01; D01; D07,26.23,
KSA - Đại Học Kinh Tế TPHCM,7480201_03,Công nghệ và đổi mới sáng tạo,A00; A01; D01; D07,25.5,
KSA - Đại Học Kinh Tế TPHCM,7480202,An toàn thông tin,A00; A01; D01; D07,24.8,
KSA - Đại Học Kinh Tế TPHCM,7510605_01,Logistics và Quản lý chuỗi cung ứng,A00; A01; D01; D07,27.1,
KSA - Đại Học Kinh Tế TPHCM,7510605_02,Công nghệ Logistics (hệ kỹ sư),A00; A01; D01; D07,26.3,
KSA - Đại Học Kinh Tế TPHCM,7580104,Kiến trúc và thiết kế đô thị thông minh,A00; A01; D01; V00,24.7,
KSA - Đại Học Kinh Tế TPHCM,7620114,Kinh doanh nông nghiệp,A00; A01; D01; D07,25.35,
KSA - Đại Học Kinh Tế TPHCM,7810103,Quản trị dịch vụ du lịch và lữ hành,A00; A01; D01; D07,25.2,
KSA - Đại Học Kinh Tế TPHCM,7810201_01,Quản trị khách sạn,A00; A01; D01; D07,25.5,
KSA - Đại Học Kinh Tế TPHCM,7810201_02,Quản trị sự kiện và dịch vụ giải trí,A00; A01; D01; D07,26.1,
KSA - Đại Học Kinh Tế TPHCM,ASA_Co-op,Cử nhân ISB ASEAN Co-op,A00; A01; D01; D07,25.3,Chương trình Cử nhân tài năng; Asean Co-op
KSA - Đại Học Kinh Tế TPHCM,ISB_CNTN,Cử nhân Tài năng ISB BBus,A00; A01; D01; D07,27.15,Chương trình Cử nhân tài năng; Asean Co-op
QHY - Trường Đại học Y Dược - ĐHQG Hà Nội,7720101,Y khoa,B00,27.15,
QHY - Trường Đại học Y Dược - ĐHQG Hà Nội,7720201,Dược học,A00,25.1,
QHY - Trường Đại học Y Dược - ĐHQG Hà Nội,7720301,Điều dưỡng,B00,24.49,
QHY - Trường Đại học Y Dược - ĐHQG Hà Nội,7720501,Răng Hàm Mặt,B00,27,
QHY - Trường Đại học Y Dược - ĐHQG Hà Nội,7720601,Kĩ thuật Xét nghiệm y học,B00,24.83,
QHY - Trường Đại học Y Dược - ĐHQG Hà Nội,7720602,Kĩ thuật Hình ảnh y học,B00,24.49,
DDK - Trường Đại Học Bách Khoa Đà Nẵng,7420201,Công nghệ sinh học,A00; D07; B00,23.1,
DDK - Trường Đại Học Bách Khoa Đà Nẵng,7420201A,"Công nghệ sinh học, chuyên ngành Công nghệ sinh học Y Dược",A00; D07; B00,23.5,
DDK - Trường Đại Học Bách Khoa Đà Nẵng,7480106,Kỹ thuật máy tính,A00; A01,25.82,
DDK - Trường Đại Học Bách Khoa Đà Nẵng,7480118VM,Chương trình tiên tiến Việt-Mỹ ngành Hệ thống Nhúng và IoT,A01; D07,23.8,
DDK - Trường Đại Học Bách Khoa Đà Nẵng,7480201,Công nghệ thông tin (Đặc thù - Hợp tác doanh nghiệp),A00; A01,26.1,
DDK - Trường Đại Học Bách Khoa Đà Nẵng,7480201A,Công nghệ thông tin (ngoại ngữ Nhật),A00; A01; D28,25.55,
DDK - Trường Đại Học Bách Khoa Đà Nẵng,7480201B,"Công nghệ thông tin (Đặc thù - Hợp tác doanh nghiệp), chuyên ngành Khoa học dữ liệu và Trí tuệ nhân tạo",A00; A01,27.11,
DDK - Trường Đại Học Bách Khoa Đà Nẵng,7510105,Công nghệ kỹ thuật vật liệu xây dựng,A00; A01,17.25,
DDK - Trường Đại Học Bách Khoa Đà Nẵng,7510202,Công nghệ chế tạo máy,A00; A01,23.85,
DDK - Trường Đại Học Bách Khoa Đà Nẵng,7510601,Quản lý công nghiệp,A00; A01,23.25,
DDK - Trường Đại Học Bách Khoa Đà Nẵng,7510701,Công nghệ dầu khí và khai thác dầu,A00; D07,22.8,
DDK - Trường Đại Học Bách Khoa Đà Nẵng,7520103A,"Kỹ thuật Cơ khí, chuyên ngành Cơ khí động lực",A00; A01,24.1,
DDK - Trường Đại Học Bách Khoa Đà Nẵng,7520103B,"Kỹ thuật Cơ khí, chuyên ngành Cơ khí hàng không",A00; A01,24.85,
DDK - Trường Đại Học Bách Khoa Đà Nẵng,7520114,Kỹ thuật Cơ điện tử,A00; A01,25.35,
DDK - Trường Đại Học Bách Khoa Đà Nẵng,7520115,Kỹ thuật nhiệt,A00; A01,22.25,
DDK - Trường Đại Học Bách Khoa Đà Nẵng,7520118,Kỹ thuật hệ thống công nghiệp,A00; A01,20,
DDK - Trường Đại Học Bách Khoa Đà Nẵng,7520122,Kỹ thuật Tàu thủy,A00; A01,20.15,
DDK - Trường Đại Học Bách Khoa Đà Nẵng,7520130,Kỹ thuật ô tô,A00; A01,25.36,
DDK - Trường Đại Học Bách Khoa Đà Nẵng,7520201,Kỹ thuật Điện,A00; A01,24.25,
DDK - Trường Đại Học Bách Khoa Đà Nẵng,7520207,Kỹ thuật điện tử - viễn thông,A00; A01,25.14,
DDK - Trường Đại Học Bách Khoa Đà Nẵng,7520207A,"Kỹ thuật điện tử - viễn thông, chuyên ngành vi điện tử - thiết kế vi mạch",A00; A01,26.31,
DDK - Trường Đại Học Bách Khoa Đà Nẵng,7520207VM,Chương trình tiên tiến Việt - Mỹ ngành Kỹ thuật Điện tử viễn thông,A01; D07,23,
DDK - Trường Đại Học Bách Khoa Đà Nẵng,7520216,Kỹ thuật Điều khiển và Tự động hóa,A00; A01,26,
DDK - Trường Đại Học Bách Khoa Đà Nẵng,7520301,Kỹ thuật hóa học,A00; D07,23.05,
DDK - Trường Đại Học Bách Khoa Đà Nẵng,7520320,Kỹ thuật môi trường,A00; D07; B00,18,
DDK - Trường Đại Học Bách Khoa Đà Nẵng,7540101,Công nghệ thực phẩm,A00; D07; B00,22.4,
DDK - Trường Đại Học Bách Khoa Đà Nẵng,7580101,Kiến trúc,V00; V01; V02,22.1,
DDK - Trường Đại Học Bách Khoa Đà Nẵng,7580201,"Kỹ thuật xây dựng, chuyên ngành Xây dựng dân dụng và công nghiệp",A00; A01,18.5,
DDK - Trường Đại Học Bách Khoa Đà Nẵng,7580201A,"Kỹ thuật xây dựng, chuyên ngành Tin học xây dựng",A00; A01,17.05,
DDK - Trường Đại Học Bách Khoa Đà Nẵng,7580201B,"Kỹ thuật xây dựng, chuyên ngành Kỹ thuật và quản lý xây dựng đô thị thông minh",A00; A01,17.05,
DDK - Trường Đại Học Bách Khoa Đà Nẵng,7580201C,"Kỹ thuật xây dựng, chuyên ngành Mô hình thông tin và trí tuệ nhân tạo trong xây dựng",A00; A01,17.2,
DDK - Trường Đại Học Bách Khoa Đà Nẵng,7580202,Kỹ thuật xây dựng công trình thủy,A00; A01,17.65,
DDK - Trường Đại Học Bách Khoa Đà Nẵng,7580205,Kỹ thuật xây dựng công trình giao thông,A00; A01,18.35,
DDK - Trường Đại Học Bách Khoa Đà Nẵng,7580210,Kỹ thuật cơ sở hạ tầng,A00; A01,17.95,
DDK - Trường Đại Học Bách Khoa Đà Nẵng,7580301,Kinh tế xây dựng,A00; A01,21.6,
DDK - Trường Đại Học Bách Khoa Đà Nẵng,7850101,Quản lý tài nguyên và môi trường,A00; D07; B00,18.45,
DDK - Trường Đại Học Bách Khoa Đà Nẵng,PFIEV,Chương trình đào tạo kỹ sư chất lượng cao Việt - Pháp (PFIEV),A00; A01,22.35,
DHF - Trường Đại Học Ngoại Ngữ Huế,7140231,Sư phạm Tiếng Anh,D01; D14; D15,27.1,
DHF - Trường Đại Học Ngoại Ngữ Huế,7140233,Sư phạm Tiếng Pháp,D03; D01; D44,19,
DHF - Trường Đại Học Ngoại Ngữ Huế,7140234,Sư phạm Tiếng Trung Quốc,D04; D01; D45; D15,26.5,
DHF - Trường Đại Học Ngoại Ngữ Huế,7220201,Ngôn ngữ Anh,D01; D14; D15,21.5,
DHF - Trường Đại Học Ngoại Ngữ Huế,7220202,Ngôn ngữ Nga,D02; D01; D42; D15,15,
DHF - Trường Đại Học Ngoại Ngữ Huế,7220203,Ngôn ngữ Pháp,D03; D01; D44; D15,15,
DHF - Trường Đại Học Ngoại Ngữ Huế,7220204,Ngôn ngữ Trung Quốc,D04; D01; D45; D15,24.5,
DHF - Trường Đại Học Ngoại Ngữ Huế,7220209,Ngôn ngữ Nhật,D06; D01; D43; D15,20.5,
DHF - Trường Đại Học Ngoại Ngữ Huế,7220210,Ngôn ngữ Hàn Quốc,D01; D14; D15,24.5,
DHF - Trường Đại Học Ngoại Ngữ Huế,7310401,Quốc tế học,D01; D14; D15,15,
DHF - Trường Đại Học Ngoại Ngữ Huế,7310630,Việt Nam học,D01; D14; D15,15,
DMS - Trường Đại Học Tài Chính Marketing,7220201,Ngôn ngữ Anh,D01; D72; D78; D96,24.5,
DMS - Trường Đại Học Tài Chính Marketing,7310101,Kinh tế,A00; A01; D01; D96,25,
DMS - Trường Đại Học Tài Chính Marketing,7310108,Toán kinh tế,A00; A01; D01; D96,24.2,
DMS - Trường Đại Học Tài Chính Marketing,7340101,Quản trị kinh doanh,A00; A01; D01; D96,24.2,
DMS - Trường Đại Học Tài Chính Marketing,7340101_TATP,Quản trị kinh doanh,A00; A01; D01; D96,22,CT tiếng Anh toàn phần
DMS - Trường Đại Học Tài Chính Marketing,7340101_TH,Quản trị kinh doanh,A00; A01; D01; D96,22,CT tích hợp
DMS - Trường Đại Học Tài Chính Marketing,7340115,Marketing,A00; A01; D01; D96,25.9,
DMS - Trường Đại Học Tài Chính Marketing,7340115_TATP,Marketing,A00; A01; D01; D96,23.5,CT tiếng Anh toàn phần
DMS - Trường Đại Học Tài Chính Marketing,7340115_TH,Marketing,A00; A01; D01; D96,23.8,CT tích hợp
DMS - Trường Đại Học Tài Chính Marketing,7340116,Bất động sản,A00; A01; D01; D96,23.3,
DMS - Trường Đại Học Tài Chính Marketing,7340120,Kinh doanh quốc tế,A00; A01; D01; D96,25.3,
DMS - Trường Đại Học Tài Chính Marketing,7340120_TATP,Kinh doanh quốc tế,A00; A01; D01; D96,22,CT tiếng Anh toàn phần
DMS - Trường Đại Học Tài Chính Marketing,7340120_TH,Kinh doanh quốc tế,A00; A01; D01; D96,22.2,CT tích hợp
DMS - Trường Đại Học Tài Chính Marketing,7340201,Tài chính - Ngân hàng,A00; A01; D01; D96,24.6,
DMS - Trường Đại Học Tài Chính Marketing,7340201_TH,Tài chính - Ngân hàng,A00; A01; D01; D96,22.5,CT tích hợp
DMS - Trường Đại Học Tài Chính Marketing,7340205,Công nghệ tài chính,A00; A01; D01; D96,24.4,
DMS - Trường Đại Học Tài Chính Marketing,7340301,Kế toán,A00; A01; D01; D96,25,
DMS - Trường Đại Học Tài Chính Marketing,7340301_TH,Kế toán,A00; A01; D01; D96,22.5,CT tích hợp
DMS - Trường Đại Học Tài Chính Marketing,7340405,Hệ thống thông tin quản lý,A00; A01; D01; D96,25,
DMS - Trường Đại Học Tài Chính Marketing,7380107,Luật kinh tế,A00; A0l; D0l; D96,24.4,
DMS - Trường Đại Học Tài Chính Marketing,7810103_DT,Quản trị dịch vụ du lịch và lữ hành,D01; D72; D78; D96,24.2,CT đặc thù
DMS - Trường Đại Học Tài Chính Marketing,7810201_DT,Quản trị khách sạn,D01; D72; D78; D96,23.5,CT đặc thù
DMS - Trường Đại Học Tài Chính Marketing,7810202_DT,Quản trị nhà hàng và dịch vụ ăn uống,D01; D72; D78; D96,23,CT đặc thù
GSA - Trường Đại Học Giao Thông Vận Tải (Cơ sở 2),7340101,Quản trị kinh doanh,A00; A01; D01; C01,23.56,
GSA - Trường Đại Học Giao Thông Vận Tải (Cơ sở 2),7340120,Kinh doanh quốc tế,A00; A01; D01; C01,24.59,
GSA - Trường Đại Học Giao Thông Vận Tải (Cơ sở 2),7340201,Tài chính - Ngân hàng,A00; A01; D01; C01,24.07,
GSA - Trường Đại Học Giao Thông Vận Tải (Cơ sở 2),7340301,Kế toán,A00; A01; D01; C01,23.95,
GSA - Trường Đại Học Giao Thông Vận Tải (Cơ sở 2),7480201,Công nghệ thông tin,A00; A01; D07,24.73,
GSA - Trường Đại Học Giao Thông Vận Tải (Cơ sở 2),7510605,Logistics và quản lý chuỗi cung ứng,A00; A01; D01; C01,25.86,
GSA - Trường Đại Học Giao Thông Vận Tải (Cơ sở 2),7520114,Kỹ thuật cơ điện tử,A00; A01; D01; D07,24.45,
GSA - Trường Đại Học Giao Thông Vận Tải (Cơ sở 2),7520116,Kỹ thuật cơ khí động lực,A00; A01; D01; D07,23.81,
GSA - Trường Đại Học Giao Thông Vận Tải (Cơ sở 2),7520130,Kỹ thuật ô tô,A00; A01; D01; D07,24.49,
GSA - Trường Đại Học Giao Thông Vận Tải (Cơ sở 2),7520201,Kỹ thuật điện,A00; A01; D01; C01,24.06,
GSA - Trường Đại Học Giao Thông Vận Tải (Cơ sở 2),7520207,Kỹ thuật điện tử - viễn thông,A00; A01; D01; C01,24.35,
GSA - Trường Đại Học Giao Thông Vận Tải (Cơ sở 2),7520216,Kỹ thuật điều khiển và tự động hoá,A00; A01; D01; C01,24.87,
GSA - Trường Đại Học Giao Thông Vận Tải (Cơ sở 2),7580101,Kiến trúc,A00; A01; V00; V01,22.05,
GSA - Trường Đại Học Giao Thông Vận Tải (Cơ sở 2),7580201,Kỹ thuật xây dựng,A00; A01; D01; D07,21.25,
GSA - Trường Đại Học Giao Thông Vận Tải (Cơ sở 2),7580205,Kỹ thuật xây dựng công trình giao thông,A00; A01; D01; D07,20,
GSA - Trường Đại Học Giao Thông Vận Tải (Cơ sở 2),7580301,Kinh tế xây dựng,A00; A01; D01; C01,22.75,
GSA - Trường Đại Học Giao Thông Vận Tải (Cơ sở 2),7580302,Quán lý xây dựng,A00; A01; D01; C01,22.15,
GSA - Trường Đại Học Giao Thông Vận Tải (Cơ sở 2),7810103,Quản trị dịch vụ du lịch và lữ hành,A00; A01; D01; C01,22.85,
GSA - Trường Đại Học Giao Thông Vận Tải (Cơ sở 2),7840101,Khai thác vận tải,A00; A01; D01; C01,25.33,
TSN - Trường Đại Học Nha Trang,7220201,Ngôn ngữ Anh (04 chuyên ngành: Biên - phiên dịch; Tiếng Anh du lịch; Giảng dạy Tiếng Anh; Song ngữ Anh -Trung),D01; D14; D15; D96,23,
TSN - Trường Đại Học Nha Trang,7310101,Kinh tế (02 chuyên ngành: Kinh tế thủy sản; Quản lý kinh tế),D01; D14; D15; D96,21,
TSN - Trường Đại Học Nha Trang,7310105,Kinh tế phát triển,D01; D14; D15; D96,21,
TSN - Trường Đại Học Nha Trang,7340101,Quản trị kinh doanh,D01; D14; D15; D96,21,
TSN - Trường Đại Học Nha Trang,7340101A,Quản trị kinh doanh (Chương trình đặc biệt),A01; D01; D07; D96,20,
TSN - Trường Đại Học Nha Trang,7340115,Marketing,D01; D14; D15; D96,23,
TSN - Trường Đại Học Nha Trang,7340121,Kinh doanh thương mại,D01; D14; D15; D96,22,
TSN - Trường Đại Học Nha Trang,7340201,Tài chính - Ngân hàng (02 chuyên ngành: Tài chính - Ngân hàng; Công nghệ tài chính),D01; D14; D15; D96,21,
TSN - Trường Đại Học Nha Trang,7340301,Kế toán,D01; D14; D15; D96,20,
TSN - Trường Đại Học Nha Trang,7340301A,Kế toán (Chương trình đặc biệt),A01; D01; D07; D96,20,
TSN - Trường Đại Học Nha Trang,7340302,Kiểm toán,D01; D14; D15; D96,20,
TSN - Trường Đại Học Nha Trang,7340405,Hệ thống thông tin quản lý,A01; D01; D07; D96,17,
TSN - Trường Đại Học Nha Trang,7380101,Luật (02 chuyên ngành: Luật; Luật kinh tế),D01; D14; D15; D96,21,
TSN - Trường Đại Học Nha Trang,7420201,Công nghệ sinh học,A00; A01; B00; D08,16,
TSN - Trường Đại Học Nha Trang,7420201MP,Công nghệ sinh học (Chương trình Minh Phú -NTU),A00; A01; B00; D08,17,
TSN - Trường Đại Học Nha Trang,7480101,Khoa học máy tính (02 chuyên ngành: Trí tuệ nhân tạo; Khoa học dữ liệu),A01; D01; D07; D90,20,
TSN - Trường Đại Học Nha Trang,7480201,Công nghệ thông tin (03 chuyên ngành: Công nghệ phần mềm; Hệ thống thông tin; Truyền thông và Mạng máy tính),A01; D01; D07; D90,21,
TSN - Trường Đại Học Nha Trang,7480201A,Công nghệ thông tin (Chương trình đặc biệt),A01; D01; D07; D90,20,
TSN - Trường Đại Học Nha Trang,7510202,Công nghệ chế tạo máy,A00; A01; C01; D07,16,
TSN - Trường Đại Học Nha Trang,7520103,Kỹ thuật cơ khí (02 chuyên ngành: Kỹ thuật cơ khí; Thiết kế và chế tạo số),A00; A01; C01; D07,17.5,
TSN - Trường Đại Học Nha Trang,7520114,Kỹ thuật cơ điện tử,A00; A01; C01; D07,17,
TSN - Trường Đại Học Nha Trang,7520115,Kỹ thuật nhiệt,A00; A01; C01; D07,17,
TSN - Trường Đại Học Nha Trang,7520116,Kỹ thuật cơ khí động lực,A00; A01; C01; D90,16.5,
TSN - Trường Đại Học Nha Trang,7520122,Kỹ thuật tàu thủy,A00; A01; C01; D90,16.5,
TSN - Trường Đại Học Nha Trang,7520130,Kỹ thuật ô tô,A01; D01; D07; D90,21,
TSN - Trường Đại Học Nha Trang,7520201,Kỳ thuật điện (chuyên ngành Kỹ thuật điện; điện tử),A01; D01; D07; D90,18.5,
TSN - Trường Đại Học Nha Trang,7520206,Kỹ thuật biển,A00; A01; C01; D90,16.5,
TSN - Trường Đại Học Nha Trang,7520216,Kỹ thuật điều khiến và tự động hóa,A01; D01; D07; D90,17,
TSN - Trường Đại Học Nha Trang,7520301,Kỹ thuật hoá học,A00; A01; B00; D07,16,
TSN - Trường Đại Học Nha Trang,7520320,Kỹ thuật môi trường (02 chuyên ngành: Kỹ thuật mỏi trường; Quản lý môi trường và an toàn vệ sinh lao động),A00; A01; B00; D08,16,
TSN - Trường Đại Học Nha Trang,7540101,Công nghệ thực phẩm (03 chuyên ngành: Công nghệ thực phẩm; Đảm bảo chất lượng và an toàn thực phẩm; Khoa học dinh dưỡng và ẩm thực),A01; D01; D07; D90,17.5,
TSN - Trường Đại Học Nha Trang,7540105,Công nghệ chế biến thuỷ sản (02 chuyên ngành: Công nghệ chế biến thủy sản; Công nghệ sau thu hoạch),A01; B00; D01; D07,16,
TSN - Trường Đại Học Nha Trang,7540105MP,Công nghệ chế biến thuỷ sản (Chương trình Minh Phú - NTU),A01; B00; D01; D07,17,
TSN - Trường Đại Học Nha Trang,7580201,Kỹ thuật xây dựng (02 chuyên ngành: Kỹ thuật xây dựng; Quản lý xây dựng),A01; D01; D07; D90,17,
TSN - Trường Đại Học Nha Trang,7580205,Kỹ thuật xây dựng công trình giao thông,A01; D01; D07; D90,16,
TSN - Trường Đại Học Nha Trang,7620301,Nuôi trồng thuỷ sản,A01; B00; D01; D07,16,
TSN - Trường Đại Học Nha Trang,7620301MP,Nuôi trồng thuỷ sản (Chương trình Minh Phú - NTU),A01; B00; D01; D07,17,
TSN - Trường Đại Học Nha Trang,7620303,Khoa hoc thủy sản (02 chuyên ngành: Khoa hoc thủy sản; Khai thác thủy sản),A00; A01; B00; D07,16,
TSN - Trường Đại Học Nha Trang,7620305,Quản lý thuỷ sản,A00; A01; B00; D07,16,
TSN - Trường Đại Học Nha Trang,7810103,Quản trị dịch vụ du lịch và lữ hành,D01; D14; D15; D96,21,
TSN - Trường Đại Học Nha Trang,7810103A,Quản trị dịch vụ du lịch lữ hành (Chương trình đặc biệt),A01; D01; D07; D96,20,
TSN - Trường Đại Học Nha Trang,7810103P,Quản trị dịch vụ du lịch và lữ hành (Chương trình song ngữ Pháp-Việt),D01; D03; D96; D97,17,
TSN - Trường Đại Học Nha Trang,7810201,Quản trị khách sạn,D01; D14; D15; D96,21,
TSN - Trường Đại Học Nha Trang,7810201A,Quản trị khách sạn (Chương trình đặc biệt),A01; D01; D07; D96,20,
TSN - Trường Đại Học Nha Trang,7840106,Khoa học hàng hải (02 chuyên ngành: Khoa học hàng hải; Quản lý hàng hải và Logistics),A01; D01; D07; D90,21,
LBH - Trường Sĩ Quan Lục Quân 2 - Đại học Nguyễn Huệ,7860201,Ngành Chỉ huy tham mưu Lục quân,A00; A01,23.89,TS nam Quân khu 7
BVS - Học Viện Công Nghệ Bưu Chính Viễn Thông (Cơ sở TP.HCM),7329001,Công nghệ đa phương tiện,A00; A01; D01,23.95,TTNV<=3
BVS - Học Viện Công Nghệ Bưu Chính Viễn Thông (Cơ sở TP.HCM),7340101,Quản trị kinh doanh,A00; A01; D01,18.4,TTNV<=3
BVS - Học Viện Công Nghệ Bưu Chính Viễn Thông (Cơ sở TP.HCM),7340115,Marketing,A00; A01; D01,24.24,TTNV<=5
BVS - Học Viện Công Nghệ Bưu Chính Viễn Thông (Cơ sở TP.HCM),7340115_CLC,Marketing chất lượng cao,A00; A01; D01,18,TTNV<=5
BVS - Học Viện Công Nghệ Bưu Chính Viễn Thông (Cơ sở TP.HCM),7340301,Kế toán,A00; A01; D01,20.95,TTNV<=23
BVS - Học Viện Công Nghệ Bưu Chính Viễn Thông (Cơ sở TP.HCM),7480201,Công nghệ thông tin,A00; A01,25.17,TTNV<=8
BVS - Học Viện Công Nghệ Bưu Chính Viễn Thông (Cơ sở TP.HCM),7480201_CLC,Công nghệ thông tin chất lượng cao,A00; A01,23.25,TTNV<=3
BVS - Học Viện Công Nghệ Bưu Chính Viễn Thông (Cơ sở TP.HCM),7480202,An toàn thông tin,A00; A01,24.68,TTNV<=11
BVS - Học Viện Công Nghệ Bưu Chính Viễn Thông (Cơ sở TP.HCM),7510301,"Công nghệ Kỹ thuật Điện, điện tử",A00; A01,20.85,TTNV<=4
BVS - Học Viện Công Nghệ Bưu Chính Viễn Thông (Cơ sở TP.HCM),7520207,Kỹ thuật Điện tử viễn thông,A00; A01,23.23,TTNV<=7
BVS - Học Viện Công Nghệ Bưu Chính Viễn Thông (Cơ sở TP.HCM),7520208,Công nghệ Inernet vạn vật (IoT),A00; A01,18,TTNV<=3
BVS - Học Viện Công Nghệ Bưu Chính Viễn Thông (Cơ sở TP.HCM),7520216,Kỹ thuật Điều khiển và tự động hóa,A00; A01,19.65,TTNV<=6
YKV - Trường Đại Học Y Khoa Vinh,7720101,Y khoa,B00,24.85,
YKV - Trường Đại Học Y Khoa Vinh,7720110,Y học dự phòng,B00,19,
YKV - Trường Đại Học Y Khoa Vinh,7720201,Dược học,A00; B00,23,
YKV - Trường Đại Học Y Khoa Vinh,7720301,Điều dưỡng,B00,19,
YKV - Trường Đại Học Y Khoa Vinh,7720601,Kỹ thuật xét nghiệm y học,B00,19,
YDN - Trường Đại học Kỹ thuật Y Dược Đà Nẵng,7720101,Y khoa,B00; B08; A00; D07,25.47,
YDN - Trường Đại học Kỹ thuật Y Dược Đà Nẵng,7720201,Dược học,B00; B08; A00; D07,23.6,
YDN - Trường Đại học Kỹ thuật Y Dược Đà Nẵng,7720301A,Điều dưỡng đa khoa,B00; B08; A00; D07,20.9,
YDN - Trường Đại học Kỹ thuật Y Dược Đà Nẵng,7720301B,Điều dưỡng nha khoa,B00; B08; A00; D07,20.6,
YDN - Trường Đại học Kỹ thuật Y Dược Đà Nẵng,7720301C,Điều dưỡng gây mê hồi sức,B00; B08; A00; D07,20,
YDN - Trường Đại học Kỹ thuật Y Dược Đà Nẵng,7720601,Kỹ thuật xét nghiệm y học,B00; B08; A00; D07,20.6,
YDN - Trường Đại học Kỹ thuật Y Dược Đà Nẵng,7720602,Kỹ thuật hình ảnh y học,B00; B08; A00; D07,19,
YDN - Trường Đại học Kỹ thuật Y Dược Đà Nẵng,7720603,Kỹ thuật phục hồi chức năng,B00; B08; A00; D07,21,
DTY - Trường Đại Học Y Dược Thái Nguyên,7720101,Y khoa,B00; D07; D08,26.25,
DTY - Trường Đại Học Y Dược Thái Nguyên,7720110,Y học dự phòng,B00; D07; D08,21,
DTY - Trường Đại Học Y Dược Thái Nguyên,7720201,Dược học,B00; D07; A00,24.75,
DTY - Trường Đại Học Y Dược Thái Nguyên,7720301,Điều dưỡng,B00; D07; D08,21.8,
DTY - Trường Đại Học Y Dược Thái Nguyên,7720302,Hộ sinh,B00; D07; D08,19.5,
DTY - Trường Đại Học Y Dược Thái Nguyên,7720501,Răng - Hàm - Mặt,B00; D07; D08,26.35,
DTY - Trường Đại Học Y Dược Thái Nguyên,7720601,Kỹ thuật xét nghiệm y học,B00; D07; D08,24,
DTY - Trường Đại Học Y Dược Thái Nguyên,7720602,Kỹ thuật hình ảnh y học,B00; D07; D08,20,
DTY - Trường Đại Học Y Dược Thái Nguyên,7720603,Kỹ thuật phục hồi chức năng,B00; D07; D08,20,
DHY - Trường Đại Học Y Dược Huế,7720101,Y khoa,B00,26.3,
DHY - Trường Đại Học Y Dược Huế,7720101_02,Y khoa (Xét kết hợp CC tiếng Anh quốc tế),B00,25.5,
DHY - Trường Đại Học Y Dược Huế,7720110,Y học dự phòng,B00; B08,19,
DHY - Trường Đại Học Y Dược Huế,7720115,Y học cổ truyền,B00,23.5,
DHY - Trường Đại Học Y Dược Huế,7720201,Dược học,A00; B00,24.55,
DHY - Trường Đại Học Y Dược Huế,7720201_02,Dược học (Xét kết hợp CC tiếng Anh quốc tế),A00; B00,22.55,
DHY - Trường Đại Học Y Dược Huế,7720301,Điều dưỡng,B00; B08,19.9,
DHY - Trường Đại Học Y Dược Huế,7720302,Hộ sinh,B00; B08,19,
DHY - Trường Đại Học Y Dược Huế,7720401,Dinh dưỡng,B00; B08,15,
DHY - Trường Đại Học Y Dược Huế,7720501,Răng - Hàm - Mặt,B00,25.95,
DHY - Trường Đại Học Y Dược Huế,7720501_02,Răng - Hàm - Mặt (Xét kết hợp CC tiếng Anh quốc tế),B00,25.2,
DHY - Trường Đại Học Y Dược Huế,7720601,Kỹ thuật xét nghiệm y học,B00; B08,21.7,
DHY - Trường Đại Học Y Dược Huế,7720602,Kỹ thuật hình ảnh y học,A00; B00,19.8,
DHY - Trường Đại Học Y Dược Huế,7720701,Y tế công cộng,B00; B08,15,
DDY - Trường Y Dược Đà Nẵng,7720101,Y khoa,B00; B08,25.55,
DDY - Trường Y Dược Đà Nẵng,7720201,Dược học,B00; A00; D07,24.45,
DDY - Trường Y Dược Đà Nẵng,7720301,Điều dưỡng,B00; B08,22.65,
DDY - Trường Y Dược Đà Nẵng,7720501,Răng - Hàm - Mặt,B00; B08,25.57,
DDY - Trường Y Dược Đà Nẵng,7720601,Kỹ thuật xét nghiệm y học,B00; B08; A00,22.35,
KTS - Trường Đại Học Kiến Trúc TPHCM,7210110,Mỹ thuật đô thị,V00; V01; V02,22.76,
KTS - Trường Đại Học Kiến Trúc TPHCM,7210402,Thiết kế công nghiệp,H01; H02,24.72,
KTS - Trường Đại Học Kiến Trúc TPHCM,7210403,Thiết kế đồ họa,H01; H06,25.54,
KTS - Trường Đại Học Kiến Trúc TPHCM,7210404,Thiết kế thời trang,H01; H06,24.81,
KTS - Trường Đại Học Kiến Trúc TPHCM,7580101,Kiến trúc,V00; V01; V02,24.09,
KTS - Trường Đại Học Kiến Trúc TPHCM,7580101CLC,Kiến trúc (CLC),V00; V01; V02,23.68,
KTS - Trường Đại Học Kiến Trúc TPHCM,7580101CT,Kiến trúc (CT),V00; V01; V02,22.78,Đào tạo tại cơ sở Cần Thơ
