Trường đào tạo,Mã ngành,Tên ngành,Tổ hợp môn,Điểm chuẩn,Ghi chú
HBT - Học viện Báo chí và Tuyên truyền,611,"Quan hệ quốc tế, chuyên ngành Quan hệ chính trị và Truyền thông quốc tế",D01,35.2,
HBT - Học viện Báo chí và Tuyên truyền,611,"Quan hệ quốc tế, chuyên ngành Quan hệ chính trị và Truyền thông quốc tế",A01,35.2,
HBT - Học viện Báo chí và Tuyên truyền,611,"Quan hệ quốc tế, chuyên ngành Quan hệ chính trị và Truyền thông quốc tế",D72,34.7,
HBT - Học viện Báo chí và Tuyên truyền,611,"Quan hệ quốc tế, chuyên ngành Quan hệ chính trị và Truyền thông quốc tế",D78,36.2,
HBT - Học viện Báo chí và Tuyên truyền,614,"Quan hệ quốc tế, chuyên ngành Quan hệ quốc tế và Truyền thông toàn cầu",A01,35.57,
HBT - Học viện Báo chí và Tuyên truyền,614,"Quan hệ quốc tế, chuyên ngành Quan hệ quốc tế và Truyền thông toàn cầu",D72,35.07,
HBT - Học viện Báo chí và Tuyên truyền,614,"Quan hệ quốc tế, chuyên ngành Quan hệ quốc tế và Truyền thông toàn cầu",D78,36.57,
HBT - Học viện Báo chí và Tuyên truyền,614,"Quan hệ quốc tế, chuyên ngành Quan hệ quốc tế và Truyền thông toàn cầu",D01,35.57,
HBT - Học viện Báo chí và Tuyên truyền,615,"Quan hệ công chúng, chuyên ngành Quan hệ công chúng chuyên nghiệp",D01,36.45,
HBT - Học viện Báo chí và Tuyên truyền,615,"Quan hệ công chúng, chuyên ngành Quan hệ công chúng chuyên nghiệp",A01,36.45,
HBT - Học viện Báo chí và Tuyên truyền,615,"Quan hệ công chúng, chuyên ngành Quan hệ công chúng chuyên nghiệp",D72,35.95,
HBT - Học viện Báo chí và Tuyên truyền,615,"Quan hệ công chúng, chuyên ngành Quan hệ công chúng chuyên nghiệp",D78,37.7,
HBT - Học viện Báo chí và Tuyên truyền,616,"Quan hệ công chúng, chuyên ngành Truyền thông marketing",D72,35.63,
HBT - Học viện Báo chí và Tuyên truyền,616,"Quan hệ công chúng, chuyên ngành Truyền thông marketing",D78,37.38,
HBT - Học viện Báo chí và Tuyên truyền,616,"Quan hệ công chúng, chuyên ngành Truyền thông marketing",D01,36.13,
HBT - Học viện Báo chí và Tuyên truyền,616,"Quan hệ công chúng, chuyên ngành Truyền thông marketing",A01,36.13,
HBT - Học viện Báo chí và Tuyên truyền,7220201,Ngôn ngữ Anh,D01,35.2,
HBT - Học viện Báo chí và Tuyên truyền,7220201,Ngôn ngữ Anh,A01,35.2,
HBT - Học viện Báo chí và Tuyên truyền,7220201,Ngôn ngữ Anh,D72,34.7,
HBT - Học viện Báo chí và Tuyên truyền,7220201,Ngôn ngữ Anh,D78,35.95,
HBT - Học viện Báo chí và Tuyên truyền,7229001,Triết học,C15,25.38,
HBT - Học viện Báo chí và Tuyên truyền,7229001,Triết học,D01,25.38,
HBT - Học viện Báo chí và Tuyên truyền,7229001,Triết học,A01,25.38,
HBT - Học viện Báo chí và Tuyên truyền,7229001,Triết học,A16,25.38,
HBT - Học viện Báo chí và Tuyên truyền,7229008,Chủ nghĩa xã hội khoa học,D01,25.25,
HBT - Học viện Báo chí và Tuyên truyền,7229008,Chủ nghĩa xã hội khoa học,A01,25.25,
HBT - Học viện Báo chí và Tuyên truyền,7229008,Chủ nghĩa xã hội khoa học,A16,25.25,
HBT - Học viện Báo chí và Tuyên truyền,7229008,Chủ nghĩa xã hội khoa học,C15,25.25,
HBT - Học viện Báo chí và Tuyên truyền,7229010,Lịch sử,C00,38.12,
HBT - Học viện Báo chí và Tuyên truyền,7229010,Lịch sử,C03,36.12,
HBT - Học viện Báo chí và Tuyên truyền,7229010,Lịch sử,C19,38.12,
HBT - Học viện Báo chí và Tuyên truyền,7229010,Lịch sử,D14,36.12,
HBT - Học viện Báo chí và Tuyên truyền,7310102,Kinh tế chính trị,A01,25.89,
HBT - Học viện Báo chí và Tuyên truyền,7310102,Kinh tế chính trị,A16,25.39,
HBT - Học viện Báo chí và Tuyên truyền,7310102,Kinh tế chính trị,C15,26.39,
HBT - Học viện Báo chí và Tuyên truyền,7310102,Kinh tế chính trị,D01,25.89,
HBT - Học viện Báo chí và Tuyên truyền,7310202,Xây dựng Đảng và Chính quyền nhà nước,C15,25.43,
HBT - Học viện Báo chí và Tuyên truyền,7310202,Xây dựng Đảng và chính quyền nhà nước,D01,25.18,
HBT - Học viện Báo chí và Tuyên truyền,7310202,Xây dựng Đảng và chính quyền nhà nước,A01,25.18,
HBT - Học viện Báo chí và Tuyên truyền,7310202,Xây dựng Đảng và chính quyền nhà nước,A16,24.68,
HBT - Học viện Báo chí và Tuyên truyền,7310301,Xã hội học,C15,26.3,
HBT - Học viện Báo chí và Tuyên truyền,7310301,Xã hội học,D01,25.8,
HBT - Học viện Báo chí và Tuyên truyền,7310301,Xã hội học,A01,25.8,
HBT - Học viện Báo chí và Tuyên truyền,7310301,Xã hội học,A16,25.3,
HBT - Học viện Báo chí và Tuyên truyền,7320104,Truyền thông đa phương tiện,D01,27,
HBT - Học viện Báo chí và Tuyên truyền,7320104,Truyền thông đa phương tiện,A01,27,
HBT - Học viện Báo chí và Tuyên truyền,7320104,Truyền thông đa phương tiện,A16,26.5,
HBT - Học viện Báo chí và Tuyên truyền,7320104,Truyền thông đa phương tiện,C15,28.25,
HBT - Học viện Báo chí và Tuyên truyền,7320105,Truyền thông đại chúng,D01,26.8,
HBT - Học viện Báo chí và Tuyên truyền,7320105,Truyền thông đại chúng,A01,26.8,
HBT - Học viện Báo chí và Tuyên truyền,7320105,Truyền thông đại chúng,A16,26.3,
HBT - Học viện Báo chí và Tuyên truyền,7320105,Truyền thông đại chúng,C15,28.05,
HBT - Học viện Báo chí và Tuyên truyền,7320107,Truyền thông quốc tế,D72,35.4,
HBT - Học viện Báo chí và Tuyên truyền,7320107,Truyền thông quốc tế,D78,37.15,
HBT - Học viện Báo chí và Tuyên truyền,7320107,Truyền thông quốc tế,D01,35.9,
HBT - Học viện Báo chí và Tuyên truyền,7320107,Truyền thông quốc tế,A01,35.9,
HBT - Học viện Báo chí và Tuyên truyền,7320110,Quảng cáo,D01,35.58,
HBT - Học viện Báo chí và Tuyên truyền,7320110,Quảng cáo,A01,35.58,
HBT - Học viện Báo chí và Tuyên truyền,7320110,Quảng cáo,D72,35.08,
HBT - Học viện Báo chí và Tuyên truyền,7320110,Quảng cáo,D78,36.08,
HBT - Học viện Báo chí và Tuyên truyền,7340403,Quản lý công,C15,25.61,
HBT - Học viện Báo chí và Tuyên truyền,7340403,Quản lý công,D01,25.61,
HBT - Học viện Báo chí và Tuyên truyền,7340403,Quản lý công,A01,25.61,
HBT - Học viện Báo chí và Tuyên truyền,7340403,Quản lý công,A16,25.61,
HBT - Học viện Báo chí và Tuyên truyền,7760101,Công tác xã hội,D01,25.7,
HBT - Học viện Báo chí và Tuyên truyền,7760101,Công tác xã hội,A01,25.7,
HBT - Học viện Báo chí và Tuyên truyền,7760101,Công tác xã hội,A16,25.2,
HBT - Học viện Báo chí và Tuyên truyền,7760101,Công tác xã hội,C15,26.2,
HBT - Học viện Báo chí và Tuyên truyền,801,"Xuất bản, chuyên ngành Biên tập xuất bản",D01,26.2,
HBT - Học viện Báo chí và Tuyên truyền,801,"Xuất bản, chuyên ngành Biên tập xuất bản",A01,26.2,
HBT - Học viện Báo chí và Tuyên truyền,801,"Xuất bản, chuyên ngành Biên tập xuất bản",A16,25.7,
HBT - Học viện Báo chí và Tuyên truyền,801,"Xuất bản, chuyên ngành Biên tập xuất bản",C15,26.7,
HBT - Học viện Báo chí và Tuyên truyền,802,"Xuất bản, chuyên ngành Xuất bản điện tử",D01,26.27,
HBT - Học viện Báo chí và Tuyên truyền,802,"Xuất bản, chuyên ngành Xuất bản điện tử",A01,26.27,
HBT - Học viện Báo chí và Tuyên truyền,802,"Xuất bản, chuyên ngành Xuất bản điện tử",A16,25.77,
HBT - Học viện Báo chí và Tuyên truyền,802,"Xuất bản, chuyên ngành Xuất bản điện tử",C15,26.77,
QHT - Trường Đại Học Khoa Học Tự Nhiên Hà Nội,QHT01,Toán học,A00; A01; D07; D08,34,Toán nhân 2
QHT - Trường Đại Học Khoa Học Tự Nhiên Hà Nội,QHT02,Toán tin,A00; A01; D07; D08,34,Toán nhân 2
QHT - Trường Đại Học Khoa Học Tự Nhiên Hà Nội,QHT03,Vật lý học,A00; A01; A02; C01,25.3,
QHT - Trường Đại Học Khoa Học Tự Nhiên Hà Nội,QHT04,Khoa học vật liệu,A00; A01; A02; C01,24.6,
QHT - Trường Đại Học Khoa Học Tự Nhiên Hà Nội,QHT05,Công nghệ kỹ thuật hạt nhân,A00; A01; A02; C01,24.3,
QHT - Trường Đại Học Khoa Học Tự Nhiên Hà Nội,QHT06,Hoá học,A00; B00; D07; C02,25.15,
QHT - Trường Đại Học Khoa Học Tự Nhiên Hà Nội,QHT07,Công nghệ kỹ thuật hoá học,A00; B00; D07; C02,24.8,
QHT - Trường Đại Học Khoa Học Tự Nhiên Hà Nội,QHT08,Sinh học,A00; A02; B00; B08,23.35,
QHT - Trường Đại Học Khoa Học Tự Nhiên Hà Nội,QHT09,Công nghệ sinh học,A00; A02; B00; B08,24.45,
QHT - Trường Đại Học Khoa Học Tự Nhiên Hà Nội,QHT10,Địa lý tự nhiên,A00; A01; B00; D10,22.4,
QHT - Trường Đại Học Khoa Học Tự Nhiên Hà Nội,QHT12,Quản lý đất đai,A00; A01; B00; D10,23,
QHT - Trường Đại Học Khoa Học Tự Nhiên Hà Nội,QHT13,Khoa học môi trường,A00; A01; B00; D07,20,
QHT - Trường Đại Học Khoa Học Tự Nhiên Hà Nội,QHT15,Công nghệ kỹ thuật môi trường,A00; A01; B00; D07,21,
QHT - Trường Đại Học Khoa Học Tự Nhiên Hà Nội,QHT16,Khí tượng và khí hậu học,A00; A01; B00; D07,20.8,
QHT - Trường Đại Học Khoa Học Tự Nhiên Hà Nội,QHT17,Hải dương học,A00; A01; B00; D07,20,
QHT - Trường Đại Học Khoa Học Tự Nhiên Hà Nội,QHT18,Địa chất học,A00; A01; D10; D07,20,
QHT - Trường Đại Học Khoa Học Tự Nhiên Hà Nội,QHT20,Quản lý tài nguyên và môi trường,A00; A01; D10; D07,21.5,
QHT - Trường Đại Học Khoa Học Tự Nhiên Hà Nội,QHT43,Hoá dược,A00; B00; D07; C02,25.65,
QHT - Trường Đại Học Khoa Học Tự Nhiên Hà Nội,QHT81,Sinh dược học,A00; A02; B00; B08,24.25,
QHT - Trường Đại Học Khoa Học Tự Nhiên Hà Nội,QHT82,"Môi trường, sức khoẻ và an toàn",A00; A01; B00; D07,20,
