SBD,Sở GD,Toán,Văn,Sử,Địa,Lí,Hoá,Sinh,Ngoại ngữ,GDCD,Năm thi,KHTN,KHXH
2000971,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.5,,,6.75,,4.25,8.6,,2021,,
2000972,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.5,8.0,8.25,,,,8.6,9.5,2021,,8.6
2000973,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.5,7.75,7.5,,,,8.8,9.5,2021,,8.2
2000974,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,6.75,,,6.25,,6.25,8.8,,2021,,
2000975,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.75,7.0,8.0,,,,7.2,9.0,2021,,8.0
2000976,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.0,7.75,,,7.25,,6.0,9.6,,2021,,
2000977,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,7.25,5.75,7.0,,,,6.0,7.75,2021,,6.8
2000978,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,4.5,,,6.75,,5.75,9.0,,2021,,
2000979,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.25,,,7.75,,4.75,7.0,,2021,,
2000980,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,5.75,,,4.5,,5.0,8.4,,2021,,
2000981,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,5.5,,,6.5,,5.75,9.2,,2021,,
2000982,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,4.75,,,7.75,,6.75,8.6,,2021,,
2000983,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,4.58,,,7.25,,5.25,9.2,,2021,,
2000984,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.75,,,4.0,,5.0,6.8,,2021,,
2000985,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,4.75,,,7.0,,5.5,7.4,,2021,,
2000986,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,6.25,,,7.0,,7.5,8.8,,2021,,
2000987,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,8.0,,,6.5,,8.0,9.0,,2021,,
2000988,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.5,,,7.75,,5.0,7.0,,2021,,
2000989,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,5.5,,,5.0,,5.75,8.2,,2021,,
2000990,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,5.75,,,7.0,,6.25,6.6,,2021,,
2000991,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.25,6.25,7.25,,,,8.4,9.5,2021,,7.7
2000992,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.5,,,4.75,,4.5,8.2,,2021,,
2000993,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,6.92,,,5.75,,5.25,8.4,,2021,,
2000994,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.0,,,8.25,,6.5,10.0,,2021,,
2000995,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,3.75,,,6.75,,5.25,8.6,,2021,,
2000996,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.5,,,6.5,,6.75,8.6,,2021,,
2000997,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.5,,,7.0,,5.5,8.8,,2021,,
2000998,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.25,,,6.25,,7.0,8.0,,2021,,
2000999,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,7.75,,,6.25,,7.0,9.0,,2021,,
2001000,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.5,4.0,7.25,,,,9.2,7.5,2021,,6.2
2001001,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,5.75,,,6.0,,6.0,9.2,,2021,,
2001002,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.75,,,6.0,,6.75,9.2,,2021,,
2001003,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,6.75,,,7.75,,4.75,8.2,,2021,,
2001004,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,8.5,,,5.5,,4.5,8.0,,2021,,
2001005,Sở GD&ĐT Thành Phố Hồ Chí Minh,,7.5,,,,,,,,2021,,
2001006,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.75,,,5.25,,5.5,7.0,,2021,,
2001007,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,5.0,,,6.0,,7.5,8.0,,2021,,
2001008,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.5,,,7.25,,7.25,10.0,,2021,,
2001009,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.6,6.5,5.5,7.25,,,,7.6,8.75,2021,,7.2
2001010,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,6.0,,,6.0,,6.25,8.4,,2021,,
2001011,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,6.75,7.25,7.5,,,,9.0,9.5,2021,,8.1
2001012,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,4.75,,,7.0,,7.25,9.8,,2021,,
2001013,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,5.75,,,5.25,,5.0,8.2,,2021,,
2001014,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.75,7.25,9.0,,,,7.2,9.75,2021,,8.7
2001015,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,6.5,,,6.75,,7.75,9.0,,2021,,
2001016,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.25,5.5,8.0,,,,9.2,9.5,2021,,7.7
2001017,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.75,,,4.75,,5.0,6.6,,2021,,
2001018,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.0,,,6.25,,4.75,8.6,,2021,,
2001019,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.5,,,5.5,,3.75,4.0,,2021,,
2001021,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,7.0,,,4.25,,5.0,7.8,,2021,,
2001022,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.25,4.25,7.75,,,,8.2,9.5,2021,,7.2
2001023,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.75,8.5,8.0,,,,9.4,9.5,2021,,8.7
2001024,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,5.75,,,5.5,,7.25,7.8,,2021,,
2001025,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,5.58,,,8.0,,5.75,9.0,,2021,,
2001026,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,6.25,,,6.25,,5.75,9.0,,2021,,
2001027,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,5.5,,,6.0,,4.75,4.2,,2021,,
2001028,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.0,7.0,,,5.5,,6.25,8.8,,2021,,
2001029,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.25,,,7.0,,6.0,8.0,,2021,,
2001030,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.5,,,5.75,,6.25,4.4,,2021,,
2001031,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,6.5,,,3.25,,5.0,8.2,,2021,,
2001032,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,4.5,,,6.75,,6.0,9.2,,2021,,
2001033,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.25,6.75,7.75,,,,8.2,8.75,2021,,7.8
2001035,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,7.75,7.75,9.25,,,,9.2,9.75,2021,,8.9
2001036,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.0,6.75,7.25,,,,8.2,9.5,2021,,7.8
2001037,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.75,8.5,8.25,,,,8.6,10.0,2021,,8.9
2001038,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,5.5,,,6.75,,5.25,6.2,,2021,,
2001039,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,6.75,5.25,6.25,,,,8.2,8.75,2021,,6.8
2001040,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,7.5,,,6.25,,4.75,8.8,,2021,,
2001041,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,6.5,3.75,6.5,,,,8.4,7.75,2021,,6.0
2001042,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.25,,,6.0,,5.75,8.0,,2021,,
2001043,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,8.25,8.25,8.75,,,,9.0,10.0,2021,,9.0
2001044,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,7.0,3.75,5.5,,,,8.0,5.75,2021,,5.0
2001045,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.5,,,5.5,,7.5,9.6,,2021,,
2001046,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.5,,,6.0,,4.25,8.2,,2021,,
2001047,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,4.0,,,5.0,,6.0,9.0,,2021,,
2001048,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.0,,,6.0,,6.25,9.0,,2021,,
2001049,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,6.0,7.5,7.0,,,,9.8,8.75,2021,,7.8
2001050,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,6.0,,,6.5,,7.25,8.4,,2021,,
2001051,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.25,,,6.25,,5.5,9.0,,2021,,
2001052,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.0,,,6.25,,4.75,7.8,,2021,,
2001053,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,6.75,4.5,6.75,,,,7.6,8.0,2021,,6.4
2001054,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,6.5,6.75,8.0,,,,7.8,8.5,2021,,7.8
2001056,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,7.5,,,7.0,,6.5,8.4,,2021,,
2001057,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.0,8.75,7.75,,,,7.2,9.25,2021,,8.6
2001058,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.0,,,7.5,,6.25,7.8,,2021,,
2001059,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.0,,,6.75,,6.25,9.6,,2021,,
2001061,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,4.0,,,6.0,,4.75,8.2,,2021,,
2001062,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,3.5,,,6.25,,9.0,8.0,,2021,,
2001063,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,6.25,,,4.75,,5.0,8.2,,2021,,
2001064,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,7.25,5.0,6.0,,,,7.4,9.25,2021,,6.8
2001065,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,5.75,,,7.5,,5.5,8.6,,2021,,
2001066,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.0,3.75,,,8.0,,3.0,9.6,,2021,,
2001067,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.25,,,6.5,,6.75,8.8,,2021,,
2001068,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.0,,,5.0,,7.0,8.6,,2021,,
2001069,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.5,,,6.75,,7.0,8.6,,2021,,
2001070,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,8.0,7.0,8.25,,,,8.8,9.5,2021,,8.2
2001071,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,7.25,,,5.25,,3.25,9.4,,2021,,
2001072,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,6.5,,,4.5,,4.25,7.0,,2021,,
2001073,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.0,4.25,,,4.5,,3.5,6.4,,2021,,
2001074,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,5.5,6.75,9.0,,,,8.2,9.25,2021,,8.3
2001075,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,6.0,,,6.25,,7.0,8.4,,2021,,
2001076,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,5.5,,,8.0,,5.0,8.2,,2021,,
2001077,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,6.75,5.0,7.25,,,,9.2,7.5,2021,,6.6
2001078,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.0,4.25,7.0,,,,7.2,7.25,2021,,6.2
2001079,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.4,7.0,4.25,7.25,,,,8.2,9.25,2021,,6.9
2001080,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,7.0,,,4.5,,2.75,7.8,,2021,,
2001081,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.25,4.5,7.75,,,,9.2,9.5,2021,,7.2
2001082,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,4.75,,,5.5,,4.5,7.8,,2021,,
2001083,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.0,,,6.75,,6.25,8.6,,2021,,
2001084,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.25,,,5.75,,6.25,6.2,,2021,,
2001086,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.0,,,7.0,,6.25,9.4,,2021,,
2001088,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.75,,,5.0,,6.0,8.4,,2021,,
2001089,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,8.0,,,7.75,,5.0,9.0,,2021,,
2001090,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.75,6.75,8.5,,,,8.8,9.25,2021,,8.2
2001091,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,7.0,,,6.75,,7.75,8.8,,2021,,
2001092,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,7.5,5.75,7.75,,,,6.8,9.5,2021,,7.7
2001093,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,6.75,,,7.25,,8.0,7.2,,2021,,
2001094,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,7.25,8.0,8.5,,,,8.6,9.75,2021,,8.8
2001095,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.25,,,4.75,,3.25,8.8,,2021,,
2001096,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.25,,,5.75,,5.25,7.8,,2021,,
2001097,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,6.25,8.75,7.75,,,,8.8,8.75,2021,,8.4
2001098,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,7.25,6.0,7.75,,,,9.4,9.0,2021,,7.6
2001099,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.0,,,6.5,,3.0,4.2,,2021,,
2001100,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.5,,,4.0,,4.5,6.2,,2021,,
2001101,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.0,,,6.25,,5.0,3.4,,2021,,
2001102,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.0,7.25,,,4.5,,5.0,8.8,,2021,,
2001103,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.0,,,4.25,,4.25,7.4,,2021,,
2001104,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.0,7.75,8.25,8.75,,,,8.8,9.75,2021,,8.9
2001105,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.5,,,8.25,,4.75,8.6,,2021,,
2001106,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.0,,,5.25,,5.25,6.0,,2021,,
2001107,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,7.25,,,7.25,,3.75,6.8,,2021,,
2001108,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.25,6.5,6.5,,,,9.0,8.0,2021,,7.0
2001109,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.0,,,7.0,,5.0,7.4,,2021,,
2001110,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.0,,,7.0,,4.5,6.0,,2021,,
2001111,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.5,6.0,8.25,,,,8.0,9.25,2021,,7.8
2001112,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.5,,,5.25,,4.75,9.0,,2021,,
2001113,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,7.75,7.5,8.75,,,,8.8,9.5,2021,,8.6
2001114,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.75,,,6.75,,6.25,8.4,,2021,,
2001115,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.0,,,6.5,,5.0,9.2,,2021,,
2001116,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,5.5,,,7.25,,3.75,8.4,,2021,,
2001117,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.75,8.0,8.75,,,,9.2,9.5,2021,,8.8
2001118,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,7.5,,,6.25,,4.5,9.0,,2021,,
2001119,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.25,,,6.0,,6.25,7.4,,2021,,
2001120,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.25,,,5.75,,7.25,9.2,,2021,,
2001121,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,7.5,6.0,7.0,,,,8.6,8.5,2021,,7.2
2001122,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.0,,,6.5,,5.5,8.6,,2021,,
2001123,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,8.0,,,6.25,,5.75,7.4,,2021,,
2001124,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,7.5,7.0,6.75,,,,8.0,7.5,2021,,7.1
2001125,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,8.0,5.5,7.75,,,,9.4,9.0,2021,,7.4
2001126,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.0,4.5,7.75,,,,7.6,9.0,2021,,7.1
2001127,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.0,7.25,,,7.75,,7.0,9.8,,2021,,
2001128,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,7.75,,,7.5,,7.5,8.4,,2021,,
2001129,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,7.5,8.0,7.0,,,,7.2,8.75,2021,,7.9
2001130,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,6.5,,,5.75,,6.25,6.4,,2021,,
2001131,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,7.5,8.0,7.75,,,,8.4,9.0,2021,,8.2
2001132,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.5,,,7.0,,8.25,8.0,,2021,,
2001133,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,6.5,,,8.0,,7.0,8.4,,2021,,
2001134,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,6.5,6.25,6.25,,,,8.6,9.0,2021,,7.2
2001135,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,7.0,7.25,8.25,,,,8.4,9.25,2021,,8.2
2001136,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,8.0,6.75,8.25,,,,9.4,9.75,2021,,8.2
2001137,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.0,7.5,,,5.25,,5.75,8.8,,2021,,
2001138,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.0,,,4.5,,5.5,9.2,,2021,,
2001139,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,7.0,,,6.75,,5.75,8.8,,2021,,
2001140,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.0,,,3.75,,5.0,7.2,,2021,,
2001141,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.0,4.25,,,5.75,,5.5,7.6,,2021,,
2001142,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.25,7.0,8.0,,,,8.4,10.0,2021,,8.3
2001144,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.08,,,6.0,,5.75,6.2,,2021,,
2001145,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,5.25,5.0,6.5,,,,8.0,7.75,2021,,6.4
2001146,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.0,6.25,6.0,,,,9.0,7.75,2021,,6.7
2001147,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.0,,,7.5,,5.25,7.4,,2021,,
2001148,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.5,,,6.75,,5.25,7.6,,2021,,
2001149,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,8.0,,,8.5,,7.25,8.4,,2021,,
2001150,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.0,,,6.75,,3.75,8.0,,2021,,
2001151,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,8.25,4.5,7.5,,,,6.4,9.0,2021,,7.0
2001152,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,8.5,,,6.0,,6.75,9.8,,2021,,
2001153,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.5,,,5.75,,6.25,9.0,,2021,,
2001154,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,6.25,5.0,6.5,,,,9.0,8.25,2021,,6.6
2001155,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.25,,,6.25,,6.5,8.4,,2021,,
2001156,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.0,,,6.25,,7.25,8.2,,2021,,
2001157,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.5,,,7.25,,6.5,8.2,,2021,,
2001158,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,6.75,,,4.25,,5.75,5.8,,2021,,
2001159,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,5.5,,,4.0,,4.0,9.0,,2021,,
2001160,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.25,,,6.25,,4.5,8.8,,2021,,
2001162,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.0,,,5.75,,5.75,8.4,,2021,,
2001163,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.25,8.0,7.25,,,,8.8,9.25,2021,,8.2
2001164,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,7.5,5.0,8.75,,,,9.2,8.75,2021,,7.5
2001165,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,8.0,5.25,7.25,,,,8.2,8.75,2021,,7.1
2001166,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.25,7.0,8.5,,,,9.0,9.25,2021,,8.2
2001167,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,5.25,,,5.5,,3.75,7.4,,2021,,
2001168,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.4,6.25,5.25,6.0,,,,9.0,8.0,2021,,6.4
2001169,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.5,,,6.75,,5.5,8.4,,2021,,
2001170,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.75,7.0,8.5,,,,8.6,9.5,2021,,8.3
2001171,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,8.0,,,5.25,,5.75,8.2,,2021,,
2001172,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,7.25,,,4.5,,6.25,6.2,,2021,,
2001173,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,5.25,,,6.75,,5.5,9.6,,2021,,
2001174,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.0,,,6.25,,6.25,9.0,,2021,,
2001175,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.0,7.0,7.75,,,,8.6,9.75,2021,,8.2
2001176,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.17,,,7.5,,6.5,9.0,,2021,,
2001177,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,6.75,,,5.25,,4.25,6.6,,2021,,
2001179,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,8.25,,,5.75,,6.5,8.4,,2021,,
2001180,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.5,,,2.0,,8.0,9.0,,2021,,
2001181,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.75,,,5.75,,4.0,8.6,,2021,,
2001182,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,6.25,,,5.75,,4.25,8.8,,2021,,
2001183,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,8.0,,,4.75,,7.0,7.6,,2021,,
2001184,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.5,,,6.25,,5.0,7.0,,2021,,
2001185,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.0,,,4.0,,5.75,8.8,,2021,,
2001186,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,6.75,6.0,7.75,,,,9.0,9.25,2021,,7.7
2001187,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.0,,,7.25,,5.5,8.0,,2021,,
2001188,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.75,,,5.5,,5.75,8.2,,2021,,
2001189,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,5.5,,,5.75,,3.5,8.0,,2021,,
2001190,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.75,6.25,7.5,,,,8.6,9.75,2021,,7.8
2001192,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.75,6.0,7.0,,,,9.2,7.5,2021,,6.8
2001193,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,4.5,,,4.25,,5.5,8.6,,2021,,
2001194,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.0,,,5.25,,5.25,7.2,,2021,,
2001195,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.25,,,7.75,,6.25,8.6,,2021,,
2001196,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,8.0,6.5,8.0,,,,9.0,8.75,2021,,7.8
2001197,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.0,6.25,8.25,,,,8.4,8.75,2021,,7.8
2001198,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.0,,,6.5,,5.5,8.6,,2021,,
2001199,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.5,5.5,6.5,,,,8.0,8.75,2021,,6.9
2001200,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.0,6.0,7.25,,,,8.0,9.5,2021,,7.6
2001201,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.75,,,6.25,,5.25,9.0,,2021,,
2001202,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.25,,,6.25,,7.25,9.2,,2021,,
2001204,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,7.0,,,7.0,,6.5,8.6,,2021,,
2001205,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,7.5,3.0,6.5,,,,8.8,7.75,2021,,5.8
2001206,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,8.0,,,6.5,,5.75,7.8,,2021,,
